0 0     -3.326500e+02 2.620900e+02
19 2895     3.245500e+02 1.790997e+01
24 2895     2.547100e+02 2.088000e+01
31 2895     1.406500e+02 2.648999e+01
12 2896     2.868600e+02 2.306000e+01
14 2896     2.710100e+02 1.946997e+01
15 2896     3.037000e+02 2.396997e+01
12 2897     -2.901400e+02 -4.365997e+01
15 2897     -3.241000e+02 -4.685999e+01
18 2897     3.026600e+02 -4.625000e+01
24 2897     2.715200e+02 -4.567999e+01
37 2897     1.373400e+02 -4.396002e+01
12 2898     -2.901400e+02 -4.365997e+01
15 2898     -3.241000e+02 -4.685999e+01
12 2899     3.152900e+02 -4.450000e+01
15 2899     3.365600e+02 -4.887000e+01
12 2900     1.929200e+02 -7.060999e+01
14 2900     1.790100e+02 -6.552002e+01
15 2900     2.089200e+02 -7.714001e+01
17 2900     2.539800e+02 -9.204999e+01
35 2900     2.851100e+02 -1.041300e+02
38 2900     3.890600e+02 -1.404300e+02
12 2901     -3.119500e+02 -8.400000e+01
15 2901     -3.752100e+02 -9.703998e+01
24 2901     2.526500e+02 -8.284998e+01
12 2902     2.577400e+02 -8.903003e+01
15 2902     2.905100e+02 -1.004300e+02
20 2902     3.347900e+02 -1.140800e+02
12 2903     -3.091400e+02 -1.017800e+02
15 2903     -3.717000e+02 -1.179800e+02
18 2903     3.041700e+02 -9.846997e+01
19 2903     3.527800e+02 -9.571002e+01
24 2903     2.549800e+02 -1.004800e+02
27 2903     2.042400e+02 -1.032200e+02
12 2904     -2.535200e+02 -1.265700e+02
15 2904     -3.330600e+02 -1.574300e+02
12 2905     -1.904800e+02 -1.586200e+02
15 2905     -2.440300e+02 -1.931900e+02
12 2906     -9.023001e+01 2.240000e+02
14 2906     -8.229999e+01 2.102200e+02
15 2906     -9.810001e+01 2.374200e+02
12 2907     -2.844200e+02 1.411600e+02
15 2907     -3.232500e+02 1.578100e+02
12 2908     -2.892400e+02 4.428003e+01
15 2908     -3.254900e+02 5.312000e+01
12 2909     -2.272600e+02 3.156000e+01
15 2909     -2.488100e+02 3.471997e+01
17 2909     -3.166300e+02 4.662000e+01
25 2909     2.814500e+02 3.828003e+01
27 2909     3.179600e+02 3.653003e+01
12 2910     2.723700e+02 -4.346002e+01
14 2910     2.592000e+02 -4.163000e+01
15 2910     2.871200e+02 -4.571002e+01
12 2911     -3.083200e+02 -1.069000e+02
15 2911     -3.710700e+02 -1.244100e+02
24 2911     2.557400e+02 -1.054900e+02
27 2911     2.044600e+02 -1.084300e+02
12 2912     -2.452600e+02 4.017300e+02
15 2912     -2.853800e+02 4.601600e+02
12 2913     -3.176200e+02 1.365200e+02
15 2913     -3.596300e+02 1.544000e+02
18 2913     2.812100e+02 1.220600e+02
25 2913     1.750900e+02 1.343200e+02
31 2913     1.361300e+02 1.385200e+02
12 2914     -2.861600e+02 8.526999e+01
15 2914     -3.231800e+02 9.576999e+01
12 2915     -2.395000e+02 -2.048999e+01
15 2915     -2.663800e+02 -2.200000e+01
12 2916     -1.792700e+02 -3.039001e+01
14 2916     -1.652300e+02 -2.970001e+01
15 2916     -1.949200e+02 -3.306000e+01
17 2916     -2.358800e+02 -3.469000e+01
20 2916     -2.140800e+02 -3.364001e+01
25 2916     3.645600e+02 -4.227002e+01
31 2916     3.343500e+02 -4.171997e+01
32 2916     2.755100e+02 -4.369000e+01
33 2916     -2.873200e+02 -4.053003e+01
35 2916     -2.597000e+02 -3.514001e+01
37 2916     3.051600e+02 -4.009003e+01
38 2916     -3.212800e+02 -4.028998e+01
40 2916     1.781100e+02 -4.176001e+01
41 2916     2.102800e+02 -4.258002e+01
44 2916     2.435800e+02 -3.963000e+01
47 2916     -3.628300e+02 -4.563000e+01
48 2916     1.200700e+02 -4.413000e+01
12 2917     -1.843500e+02 -5.003003e+01
14 2917     -1.698100e+02 -4.810999e+01
15 2917     -2.002600e+02 -5.317999e+01
20 2917     -2.196200e+02 -5.531000e+01
25 2917     3.571400e+02 -6.710999e+01
41 2917     2.034100e+02 -6.935999e+01
44 2917     2.361400e+02 -6.710999e+01
47 2917     -3.711400e+02 -7.856000e+01
12 2918     1.934900e+02 -5.404999e+01
15 2918     2.094300e+02 -5.859003e+01
12 2919     1.988600e+02 -5.744000e+01
15 2919     2.152800e+02 -6.219000e+01
12 2920     -2.322100e+02 -5.887000e+01
15 2920     -2.571500e+02 -6.365002e+01
24 2920     3.389300e+02 -7.009003e+01
32 2920     1.701000e+02 -7.234998e+01
40 2920     5.426001e+01 -7.440002e+01
41 2920     9.359000e+01 -7.337000e+01
44 2920     1.313400e+02 -7.247998e+01
46 2920     1.666000e+01 -7.795001e+01
48 2920     -1.860999e+01 -7.753003e+01
12 2921     -2.322100e+02 -5.887000e+01
15 2921     -2.571500e+02 -6.365002e+01
24 2921     3.389300e+02 -7.009003e+01
27 2921     3.086000e+02 -7.041998e+01
32 2921     1.701000e+02 -7.234998e+01
40 2921     5.426001e+01 -7.440002e+01
41 2921     9.359000e+01 -7.337000e+01
44 2921     1.320600e+02 -7.152002e+01
46 2921     1.666000e+01 -7.795001e+01
12 2922     -1.975200e+02 -1.280600e+02
15 2922     -2.532100e+02 -1.555700e+02
27 2922     3.152700e+02 -1.727200e+02
12 2923     2.750600e+02 -1.276600e+02
15 2923     3.213100e+02 -1.499800e+02
12 2924     -2.459900e+02 3.519000e+02
15 2924     -2.860000e+02 4.030700e+02
12 2925     -1.299900e+02 -2.489990e+00
14 2925     -1.207900e+02 -2.869995e+00
15 2925     -1.391600e+02 -1.940002e+00
17 2925     -1.631300e+02 1.119995e+00
20 2925     -1.505600e+02 -1.699829e-01
33 2925     -1.898600e+02 1.820007e+00
12 2926     -1.928900e+02 -2.101001e+01
15 2926     -2.101700e+02 -2.192999e+01
17 2926     -2.539800e+02 -2.221997e+01
31 2926     3.108600e+02 -2.584998e+01
32 2926     2.535900e+02 -2.533002e+01
33 2926     -3.102000e+02 -2.357001e+01
35 2926     -2.800500e+02 -2.127002e+01
37 2926     2.822700e+02 -2.371002e+01
38 2926     -3.473500e+02 -2.306000e+01
46 2926     1.296200e+02 -2.423999e+01
48 2926     1.017400e+02 -2.453003e+01
12 2927     -1.978100e+02 -3.191998e+01
14 2927     -1.820400e+02 -3.048999e+01
15 2927     -2.149200e+02 -3.339001e+01
20 2927     -2.362900e+02 -3.447998e+01
12 2928     -8.012000e+01 -6.494000e+01
15 2928     -9.541000e+01 -7.226001e+01
12 2929     -8.012000e+01 -6.494000e+01
14 2929     -6.754999e+01 -5.979999e+01
15 2929     -9.541000e+01 -7.226001e+01
20 2929     -1.148200e+02 -7.845001e+01
12 2930     -2.018200e+02 -1.170400e+02
15 2930     -2.580100e+02 -1.420700e+02
12 2931     -2.885200e+02 -1.335200e+02
15 2931     -3.757900e+02 -1.659600e+02
27 2931     2.025800e+02 -1.428300e+02
12 2932     -1.865600e+02 4.397300e+02
15 2932     -2.145100e+02 4.945500e+02
12 2933     -2.254500e+02 -6.584003e+01
15 2933     -2.500300e+02 -7.183002e+01
12 2934     -1.603000e+02 -8.546002e+01
15 2934     -2.019600e+02 -1.014200e+02
20 2934     -2.693900e+02 -1.239900e+02
25 2934     2.966400e+02 -1.338500e+02
31 2934     1.953700e+02 -1.399400e+02
37 2934     8.623001e+01 -1.441800e+02
12 2935     -4.139999e+01 -9.402002e+01
14 2935     -3.342001e+01 -8.669000e+01
15 2935     -5.064999e+01 -1.037300e+02
20 2935     -6.364001e+01 -1.146400e+02
12 2936     -9.963000e+01 -6.054999e+01
15 2936     -1.176800e+02 -6.878003e+01
20 2936     -1.410700e+02 -7.692999e+01
12 2937     -1.443500e+02 2.242900e+02
15 2937     -1.551900e+02 2.394100e+02
12 2938     -2.673700e+02 5.297998e+01
15 2938     -3.113100e+02 6.129999e+01
24 2938     2.980700e+02 5.392999e+01
27 2938     2.526300e+02 5.626001e+01
12 2939     -2.422500e+02 -9.028998e+01
15 2939     -3.096800e+02 -1.090300e+02
24 2939     3.286500e+02 -1.036900e+02
27 2939     2.572800e+02 -1.071500e+02
14 2940     -9.404999e+01 1.737400e+02
15 2940     -1.111600e+02 1.967400e+02
14 2941     -2.916000e+02 1.213600e+02
15 2941     -3.715000e+02 1.547900e+02
14 2942     -2.916000e+02 1.213600e+02
15 2942     -3.715000e+02 1.547900e+02
18 2942     2.713500e+02 1.187600e+02
14 2943     -2.798300e+02 1.133500e+02
15 2943     -3.569800e+02 1.443300e+02
14 2944     -2.920600e+02 3.828003e+01
15 2944     -3.808400e+02 5.290002e+01
14 2945     3.322400e+02 3.621997e+01
15 2945     3.872200e+02 4.514001e+01
14 2946     -1.575900e+02 -8.016998e+01
15 2946     -2.493000e+02 -1.114300e+02
14 2947     -1.624900e+02 -8.120001e+01
15 2947     -2.576900e+02 -1.128100e+02
14 2948     -2.492999e+01 -8.100000e+01
15 2948     -3.979999e+01 -9.617999e+01
20 2948     -5.067999e+01 -1.055500e+02
14 2949     2.448000e+02 -8.201001e+01
15 2949     3.050200e+02 -1.022900e+02
20 2949     3.507500e+02 -1.165700e+02
14 2950     2.355400e+02 -8.687000e+01
15 2950     2.961800e+02 -1.088100e+02
14 2951     -2.232600e+02 -1.100500e+02
15 2951     -3.693000e+02 -1.618200e+02
14 2952     -1.555800e+02 -1.249700e+02
15 2952     -2.491800e+02 -1.784400e+02
20 2952     -3.425200e+02 -2.302200e+02
25 2952     2.281800e+02 -2.096900e+02
27 2952     3.208800e+02 -2.001200e+02
31 2952     1.242600e+02 -2.216700e+02
32 2952     -1.185600e+02 -2.498700e+02
44 2952     -2.784300e+02 -2.671000e+02
14 2953     1.942000e+02 1.835400e+02
15 2953     2.115400e+02 2.053000e+02
14 2954     1.726300e+02 -6.735999e+01
15 2954     2.008600e+02 -7.892999e+01
17 2954     2.432200e+02 -9.471997e+01
20 2954     2.196400e+02 -8.540997e+01
14 2955     -2.248700e+02 3.403200e+02
15 2955     -3.011600e+02 4.438700e+02
14 2956     -2.251900e+02 3.316300e+02
15 2956     -3.020600e+02 4.320000e+02
14 2957     -2.137500e+02 2.812100e+02
15 2957     -2.868400e+02 3.666500e+02
14 2958     -1.258600e+02 -9.865997e+01
15 2958     -1.998600e+02 -1.367300e+02
14 2959     -2.096600e+02 -1.771002e+01
15 2959     -2.584600e+02 -1.866998e+01
24 2959     3.385400e+02 -1.929999e+01
27 2959     3.067100e+02 -2.115997e+01
14 2960     -1.746500e+02 3.799500e+02
15 2960     -2.290400e+02 4.808500e+02
14 2961     1.877600e+02 -7.290002e+01
15 2961     2.283700e+02 -8.950000e+01
17 2961     2.974700e+02 -1.157200e+02
20 2961     2.576500e+02 -9.994000e+01
0 2962     -3.287000e+02 9.037000e+01
19 2962     -3.257001e+01 1.034100e+02
23 2962     2.537000e+01 9.889999e+01
26 2962     1.332700e+02 8.939001e+01
27 2962     -2.101400e+02 1.206200e+02
0 2963     -3.318900e+02 9.023999e+01
18 2963     -9.404001e+01 1.068500e+02
19 2963     -3.623999e+01 1.024400e+02
23 2963     2.184000e+01 9.789999e+01
26 2963     1.304300e+02 8.866000e+01
0 2964     -3.442300e+02 8.278000e+01
18 2964     -1.091100e+02 9.757999e+01
23 2964     9.250000e+00 8.826001e+01
25 2964     -3.019600e+02 1.144100e+02
31 2964     -3.764000e+02 1.214800e+02
0 2965     -3.243800e+02 7.107001e+01
18 2965     -8.435999e+01 8.676999e+01
19 2965     -2.704001e+01 8.253998e+01
21 2965     8.539001e+01 7.429999e+01
25 2965     -2.710200e+02 1.022700e+02
27 2965     -2.033600e+02 9.723001e+01
0 2966     -3.512700e+02 6.090997e+01
18 2966     -1.170800e+02 7.252002e+01
24 2966     -1.782800e+02 7.715997e+01
0 2967     -3.512700e+02 6.090997e+01
18 2967     -1.170800e+02 7.252002e+01
24 2967     -1.782800e+02 7.715997e+01
0 2968     -1.024400e+02 5.696997e+01
17 2968     -1.318700e+02 6.547998e+01
0 2969     -2.961000e+02 4.870001e+01
23 2969     6.357001e+01 5.906000e+01
0 2970     8.194000e+01 4.746997e+01
17 2970     7.857999e+01 6.400000e+01
33 2970     7.864001e+01 6.582001e+01
35 2970     7.837000e+01 6.532001e+01
47 2970     7.917999e+01 6.935999e+01
0 2971     -2.762700e+02 1.953998e+01
18 2971     -1.651001e+01 3.242999e+01
19 2971     3.626001e+01 2.956000e+01
26 2971     1.880900e+02 2.252002e+01
27 2971     -1.272200e+02 3.717999e+01
28 2971     2.370300e+02 2.037000e+01
29 2971     2.859600e+02 1.791998e+01
42 2971     3.789700e+02 1.583002e+01
0 2972     -2.417500e+02 5.400024e+00
23 2972     1.399600e+02 1.146002e+01
0 2973     -2.455600e+02 -2.325000e+01
19 2973     1.079600e+02 -2.522998e+01
21 2973     1.947200e+02 -2.620001e+01
36 2973     3.654000e+02 -2.853998e+01
44 2973     -2.881100e+02 -1.996002e+01
0 2974     -3.102800e+02 -7.312000e+01
19 2974     -6.720001e+00 -7.690002e+01
26 2974     1.536200e+02 -7.321997e+01
0 2975     -3.674800e+02 -8.528998e+01
23 2975     -7.540009e+00 -7.940997e+01
24 2975     -1.914900e+02 -8.340002e+01
28 2975     1.522200e+02 -7.631000e+01
0 2976     -3.219000e+02 8.637000e+01
18 2976     -8.588000e+01 1.069800e+02
21 2976     8.406000e+01 9.179999e+01
23 2976     2.909000e+01 9.667001e+01
25 2976     -2.734100e+02 1.221500e+02
26 2976     1.366400e+02 8.577002e+01
27 2976     -2.052400e+02 1.167100e+02
29 2976     2.402400e+02 7.715997e+01
0 2977     -3.330700e+02 7.612000e+01
18 2977     -9.520999e+01 9.267999e+01
19 2977     -3.716000e+01 8.751999e+01
21 2977     7.648999e+01 7.915997e+01
23 2977     2.110001e+01 8.381000e+01
25 2977     -2.845300e+02 1.087100e+02
26 2977     1.293700e+02 7.495001e+01
28 2977     1.816300e+02 7.089001e+01
29 2977     2.338500e+02 6.659998e+01
31 2977     -3.574700e+02 1.151300e+02
0 2978     -3.197900e+02 7.352002e+01
19 2978     -2.126999e+01 8.713000e+01
21 2978     9.010999e+01 7.865997e+01
23 2978     3.592001e+01 8.364001e+01
25 2978     -2.631000e+02 1.079600e+02
26 2978     1.423500e+02 7.490002e+01
27 2978     -1.960000e+02 1.024200e+02
28 2978     1.935300e+02 7.052002e+01
29 2978     2.450100e+02 6.664001e+01
0 2979     -3.497700e+02 6.357001e+01
18 2979     -1.150400e+02 7.607001e+01
19 2979     -5.639999e+01 7.163000e+01
21 2979     6.079001e+01 6.367999e+01
24 2979     -1.768900e+02 8.064001e+01
28 2979     1.668400e+02 5.658002e+01
31 2979     -3.855900e+02 9.626001e+01
0 2980     -3.748600e+02 6.140002e+01
18 2980     -1.439000e+02 7.034998e+01
19 2980     -8.198001e+01 6.588000e+01
21 2980     3.732001e+01 5.844000e+01
23 2980     -2.072000e+01 6.269000e+01
24 2980     -2.069100e+02 7.492999e+01
27 2980     -2.720900e+02 7.947998e+01
0 2981     -3.271000e+02 6.072998e+01
18 2981     -8.797000e+01 7.553003e+01
19 2981     -3.028000e+01 7.083002e+01
21 2981     8.232001e+01 6.366998e+01
25 2981     -2.755700e+02 8.901999e+01
26 2981     1.352300e+02 6.041998e+01
31 2981     -3.477900e+02 9.482999e+01
0 2982     -3.487200e+02 5.983002e+01
18 2982     -1.138200e+02 7.178003e+01
19 2982     -5.406000e+01 6.712000e+01
21 2982     6.170999e+01 6.014001e+01
23 2982     4.859985e+00 6.391998e+01
24 2982     -1.745900e+02 7.595001e+01
26 2982     1.156800e+02 5.685999e+01
28 2982     1.690200e+02 5.295001e+01
29 2982     2.213300e+02 4.978003e+01
31 2982     -3.824500e+02 9.087000e+01
0 2983     -3.236900e+02 5.831000e+01
18 2983     -8.375000e+01 7.322998e+01
19 2983     -2.631000e+01 6.894000e+01
23 2983     3.092001e+01 6.577002e+01
26 2983     1.384000e+02 5.890002e+01
27 2983     -2.024900e+02 8.157001e+01
29 2983     2.411600e+02 5.128998e+01
0 2984     -3.399100e+02 5.821997e+01
18 2984     -1.042000e+02 7.135999e+01
19 2984     -4.522000e+01 6.728003e+01
21 2984     6.928000e+01 5.971002e+01
23 2984     1.338000e+01 6.400000e+01
24 2984     -1.643500e+02 7.596002e+01
25 2984     -2.956400e+02 8.476001e+01
29 2984     2.282100e+02 4.947998e+01
31 2984     -3.698200e+02 9.081000e+01
0 2985     -3.399100e+02 5.821997e+01
18 2985     -1.042000e+02 7.135999e+01
19 2985     -4.522000e+01 6.728003e+01
21 2985     6.928000e+01 5.971002e+01
23 2985     1.338000e+01 6.400000e+01
24 2985     -1.643500e+02 7.596002e+01
25 2985     -2.956400e+02 8.476001e+01
26 2985     1.231400e+02 5.648999e+01
29 2985     2.282100e+02 4.947998e+01
0 2986     -3.363500e+02 5.583002e+01
18 2986     -9.992001e+01 6.960999e+01
19 2986     -4.123999e+01 6.512000e+01
21 2986     7.267001e+01 5.834003e+01
23 2986     1.692001e+01 6.195001e+01
25 2986     -2.900000e+02 8.309998e+01
26 2986     1.261000e+02 5.514001e+01
28 2986     1.781200e+02 5.125000e+01
29 2986     2.308200e+02 4.756000e+01
31 2986     -3.632800e+02 8.887000e+01
36 2986     2.812100e+02 4.363000e+01
0 2987     -2.894600e+02 5.507001e+01
18 2987     -3.564999e+01 7.544000e+01
21 2987     1.248700e+02 6.253998e+01
28 2987     2.235100e+02 5.590002e+01
29 2987     2.733900e+02 5.310999e+01
31 2987     -2.789700e+02 9.448999e+01
36 2987     3.215100e+02 4.889001e+01
0 2988     -2.835200e+02 5.389001e+01
21 2988     1.317800e+02 6.289001e+01
28 2988     2.301800e+02 5.594000e+01
0 2989     -2.967500e+02 5.253998e+01
21 2989     1.152900e+02 5.915997e+01
23 2989     6.276999e+01 6.329999e+01
24 2989     -1.026200e+02 7.384003e+01
25 2989     -2.240300e+02 8.209998e+01
26 2989     1.660500e+02 5.597998e+01
27 2989     -1.597800e+02 7.784998e+01
28 2989     2.155800e+02 5.272998e+01
29 2989     2.656300e+02 4.965997e+01
31 2989     -2.918300e+02 8.748999e+01
36 2989     3.143700e+02 4.535999e+01
37 2989     -3.605300e+02 9.339001e+01
0 2990     1.936100e+02 3.101001e+01
16 2990     1.559800e+02 2.033002e+01
0 2991     -1.156600e+02 -1.010300e+02
23 2991     2.914900e+02 -1.934000e+02
0 2992     -3.364800e+02 7.975000e+01
18 2992     -9.962000e+01 9.554999e+01
26 2992     1.263300e+02 7.787000e+01
28 2992     1.787200e+02 7.334998e+01
29 2992     2.310700e+02 6.948999e+01
0 2993     -3.364800e+02 7.975000e+01
19 2993     -4.120999e+01 9.017999e+01
21 2993     7.285999e+01 8.065002e+01
23 2993     1.716000e+01 8.584998e+01
28 2993     1.787200e+02 7.334998e+01
0 2994     -3.163600e+02 7.040997e+01
19 2994     -1.773001e+01 8.362000e+01
21 2994     9.375000e+01 7.547998e+01
23 2994     3.863000e+01 7.992999e+01
25 2994     -2.598100e+02 1.041100e+02
26 2994     1.455300e+02 7.152002e+01
28 2994     1.965800e+02 6.744000e+01
29 2994     2.482700e+02 6.329999e+01
31 2994     -3.295200e+02 1.102000e+02
0 2995     -3.288300e+02 6.966998e+01
18 2995     -8.862000e+01 8.642001e+01
21 2995     8.070999e+01 7.303998e+01
23 2995     2.642001e+01 7.790002e+01
25 2995     -2.765300e+02 1.017600e+02
26 2995     1.331800e+02 6.956000e+01
27 2995     -2.072300e+02 9.604001e+01
28 2995     1.861100e+02 6.562000e+01
29 2995     2.383600e+02 6.184003e+01
0 2996     -3.442600e+02 4.733002e+01
18 2996     -1.098200e+02 5.919000e+01
19 2996     -4.987000e+01 5.559998e+01
21 2996     6.495001e+01 4.845001e+01
24 2996     -1.697400e+02 6.340002e+01
26 2996     1.194500e+02 4.601001e+01
0 2997     -3.309000e+02 4.526001e+01
18 2997     -9.292999e+01 5.765002e+01
0 2998     -3.298700e+02 -3.122998e+01
19 2998     -2.898001e+01 -2.870001e+01
28 2998     1.850800e+02 -3.090997e+01
0 2999     -2.433600e+02 -4.969000e+01
19 2999     1.111900e+02 -5.873999e+01
21 2999     1.972600e+02 -5.754999e+01
23 2999     1.552400e+02 -5.816998e+01
0 3000     -3.326400e+02 -3.607001e+01
21 3000     7.757999e+01 -3.490002e+01
23 3000     2.288000e+01 -3.414001e+01
26 3000     1.300400e+02 -3.470001e+01
29 3000     2.338600e+02 -3.590002e+01
0 3001     -3.416100e+02 -6.870001e+01
18 3001     -1.037000e+02 -6.852002e+01
19 3001     -4.429001e+01 -6.758002e+01
26 3001     1.218200e+02 -6.476001e+01
0 3002     -3.263100e+02 7.535999e+01
19 3002     -2.951999e+01 8.729999e+01
21 3002     8.300000e+01 7.853003e+01
23 3002     2.795001e+01 8.345001e+01
25 3002     -2.742600e+02 1.085800e+02
26 3002     1.355100e+02 7.456000e+01
28 3002     1.872100e+02 7.033002e+01
29 3002     2.392700e+02 6.660999e+01
31 3002     -3.464200e+02 1.149700e+02
0 3003     -3.205600e+02 6.827002e+01
21 3003     8.882999e+01 7.331000e+01
23 3003     3.420001e+01 7.772998e+01
25 3003     -2.654100e+02 1.023300e+02
27 3003     -1.978200e+02 9.645001e+01
28 3003     1.924900e+02 6.540002e+01
29 3003     2.443300e+02 6.096002e+01
0 3004     -3.347000e+02 -7.447998e+01
21 3004     7.554001e+01 -7.287000e+01
26 3004     1.286100e+02 -7.125000e+01
29 3004     2.314000e+02 -7.079999e+01
0 3005     -3.156200e+02 8.548999e+01
21 3005     9.463000e+01 9.134000e+01
26 3005     1.464600e+02 8.717001e+01
28 3005     1.973800e+02 8.245001e+01
0 3006     6.879001e+01 2.147998e+01
1 3006     7.388000e+01 2.046002e+01
2 3006     6.554001e+01 2.146002e+01
3 3006     7.201001e+01 2.090997e+01
4 3006     6.407001e+01 2.206000e+01
5 3006     7.148999e+01 1.896002e+01
6 3006     6.320001e+01 2.216998e+01
7 3006     6.957999e+01 1.903003e+01
8 3006     6.237000e+01 2.360999e+01
9 3006     6.170999e+01 2.472998e+01
10 3006     6.589001e+01 1.797998e+01
11 3006     6.797000e+01 1.904999e+01
12 3006     6.164001e+01 2.488000e+01
13 3006     6.460999e+01 1.825000e+01
14 3006     6.207001e+01 2.446002e+01
15 3006     6.129999e+01 2.470001e+01
16 3006     5.945999e+01 1.698999e+01
17 3006     5.907999e+01 2.660999e+01
20 3006     6.010001e+01 2.594000e+01
22 3006     6.214001e+01 1.764001e+01
30 3006     5.454001e+01 1.634003e+01
33 3006     5.810999e+01 2.678998e+01
34 3006     4.812000e+01 1.604999e+01
35 3006     5.842001e+01 2.750000e+01
38 3006     5.773999e+01 2.870001e+01
39 3006     5.142999e+01 1.626001e+01
43 3006     4.641000e+01 1.509003e+01
45 3006     5.698001e+01 1.501001e+01
47 3006     5.806000e+01 2.846002e+01
0 3007     -3.340600e+02 -2.522998e+01
21 3007     7.698999e+01 -2.419000e+01
26 3007     1.314400e+02 -2.394000e+01
29 3007     2.334200e+02 -2.716998e+01
0 3008     -3.264100e+02 -4.241998e+01
19 3008     -2.592999e+01 -4.133002e+01
26 3008     1.361800e+02 -4.135999e+01
28 3008     1.880000e+02 -4.148999e+01
29 3008     2.392100e+02 -4.221997e+01
0 3009     -3.349800e+02 -6.346002e+01
19 3009     -3.414999e+01 -6.384998e+01
21 3009     7.494000e+01 -6.182001e+01
23 3009     2.176999e+01 -6.216998e+01
25 3009     -2.768900e+02 -6.615997e+01
26 3009     1.264800e+02 -5.958002e+01
28 3009     1.782800e+02 -5.941998e+01
29 3009     2.320500e+02 -6.101001e+01
31 3009     -3.473800e+02 -6.683002e+01
1 3010     -3.808900e+02 7.357001e+01
21 3010     -1.109100e+02 7.754999e+01
26 3010     -4.426999e+01 7.303998e+01
29 3010     8.270999e+01 6.310999e+01
1 3011     -3.769000e+02 6.703998e+01
18 3011     -3.270600e+02 8.579999e+01
21 3011     -1.073000e+02 7.109998e+01
23 3011     -1.773800e+02 7.584003e+01
24 3011     -4.049400e+02 9.166000e+01
26 3011     -4.085001e+01 6.684998e+01
28 3011     2.312000e+01 6.234003e+01
29 3011     8.551001e+01 5.758002e+01
1 3012     -3.769000e+02 6.703998e+01
18 3012     -3.270600e+02 8.579999e+01
23 3012     -1.773800e+02 7.584003e+01
24 3012     -4.049400e+02 9.166000e+01
26 3012     -4.085001e+01 6.684998e+01
28 3012     2.312000e+01 6.234003e+01
1 3013     -3.743300e+02 6.558002e+01
18 3013     -3.238100e+02 8.404999e+01
23 3013     -1.748900e+02 7.389001e+01
26 3013     -3.851001e+01 6.540002e+01
1 3014     -3.735000e+02 6.183002e+01
21 3014     -1.034000e+02 6.671002e+01
24 3014     -3.991900e+02 8.660001e+01
29 3014     8.895999e+01 5.381000e+01
1 3015     -3.844000e+02 1.014000e+02
21 3015     -1.149100e+02 1.046800e+02
23 3015     -1.856700e+02 1.106300e+02
26 3015     -4.776001e+01 9.879999e+01
28 3015     1.679001e+01 9.282999e+01
29 3015     7.954001e+01 8.722000e+01
36 3015     1.389000e+02 8.102002e+01
42 3015     1.945800e+02 8.001001e+01
1 3016     -3.891400e+02 7.090997e+01
21 3016     -1.188300e+02 7.388000e+01
23 3016     -1.898900e+02 7.894000e+01
26 3016     -5.162000e+01 6.938000e+01
29 3016     7.625000e+01 5.984003e+01
1 3017     -3.813100e+02 6.726001e+01
21 3017     -1.110800e+02 7.098999e+01
23 3017     -1.813700e+02 7.566998e+01
26 3017     -4.442001e+01 6.675000e+01
28 3017     2.004001e+01 6.214001e+01
29 3017     8.251999e+01 5.748999e+01
36 3017     1.418200e+02 5.215002e+01
42 3017     1.974900e+02 5.225000e+01
1 3018     1.865600e+02 -7.890015e+00
5 3018     1.786600e+02 -8.039978e+00
7 3018     1.709400e+02 -8.000000e+00
22 3018     1.450400e+02 -7.750000e+00
1 3019     1.076500e+02 -2.450000e+01
3 3019     1.076900e+02 -2.448999e+01
5 3019     1.038900e+02 -2.504999e+01
7 3019     1.004000e+02 -2.438000e+01
10 3019     9.385001e+01 -2.371997e+01
11 3019     9.747000e+01 -2.359998e+01
16 3019     8.478000e+01 -2.266998e+01
22 3019     8.814999e+01 -2.279999e+01
30 3019     7.876001e+01 -2.271002e+01
1 3020     -3.475900e+02 -3.116998e+01
19 3020     -1.698000e+02 -3.158002e+01
24 3020     -3.007800e+02 -2.678998e+01
27 3020     -3.666200e+02 -2.629999e+01
29 3020     1.191600e+02 -3.125000e+01
42 3020     2.228100e+02 -3.103998e+01
1 3021     -3.465700e+02 -2.087000e+01
18 3021     -2.368300e+02 -1.659003e+01
28 3021     6.335999e+01 -2.108002e+01
29 3021     1.191000e+02 -2.246002e+01
36 3021     1.732600e+02 -2.357001e+01
42 3021     2.230700e+02 -2.150000e+01
1 3022     9.623999e+01 -3.467999e+01
3 3022     9.675000e+01 -3.548999e+01
5 3022     9.189999e+01 -3.440002e+01
7 3022     8.779001e+01 -3.320001e+01
11 3022     8.470001e+01 -3.195001e+01
22 3022     7.485001e+01 -2.964001e+01
34 3022     5.866000e+01 -2.828998e+01
2 3023     -3.665000e+02 6.906000e+01
21 3023     1.064400e+02 6.196997e+01
23 3023     5.323999e+01 6.613000e+01
24 3023     -1.147600e+02 7.802002e+01
27 3023     -1.727500e+02 8.234003e+01
29 3023     2.586000e+02 5.165002e+01
31 3023     -3.073000e+02 9.247000e+01
37 3023     -3.773000e+02 9.920001e+01
2 3024     -3.367100e+02 6.504999e+01
18 3024     -2.654001e+01 7.403003e+01
26 3024     1.815300e+02 5.944000e+01
31 3024     -2.641500e+02 9.289999e+01
2 3025     -3.664500e+02 6.037000e+01
19 3025     -2.500000e+00 6.090997e+01
23 3025     5.304999e+01 5.821997e+01
24 3025     -1.147800e+02 6.922998e+01
25 3025     -2.387300e+02 7.750000e+01
27 3025     -1.731200e+02 7.319000e+01
